split,model,estimand,group,n,fpr,fpr_ci_low,fpr_ci_high,delta,delta_ci_low,delta_ci_high,note
holdout_author,main,net,genre=science,167,0.0718562874251497,0.02054794520547945,0.22784810126582278,0.029173360595881402,-0.034850709740577586,0.18318308885887488,
holdout_author,main,net,genre=seo,27,0.1111111111111111,0.0,0.4117647058823529,0.06196581196581196,-0.06134969325153374,0.6023235031277926,
holdout_author,main,net,genre=translation,73,0.0684931506849315,0.0136986301369863,0.136986301369863,0.018730117509576052,-0.05586814435919295,0.08763923748677632,
holdout_author,main,net,hh_all,392,0.05357142857142857,0.02631578947368421,0.10459183673469388,0.00502773925104022,-0.14931703810208485,0.06933501418216198,
holdout_author,main,net,len_long,172,0.046511627906976744,0.013157894736842105,0.15384615384615385,-0.009215926272589818,-0.05579605579605579,0.0948821161587119,
holdout_author,main,net,len_mid,134,0.06716417910447761,0.023809523809523808,0.14018691588785046,0.02007276636209534,-0.028232217036771118,0.08353018733175852,
holdout_author,main,net,len_short,189,0.047619047619047616,0.02,0.08415841584158416,-0.007936507936507936,-0.07657917721425295,0.03800519095291065,
holdout_author,main,net,source=buriy_2014,60,0.016666666666666666,0.016666666666666666,0.016666666666666666,-0.04080459770114943,-0.09034440344403444,-0.014355231143552312,
holdout_author,main,net,source=cyberleninka,60,0.18333333333333332,0.06,0.29411764705882354,0.14885057471264368,0.021465201465201464,0.2627486690949846,
holdout_author,main,net,source=gazeta,60,0.05,0.05,0.05,-0.002873563218390801,-0.05382513661202186,0.02254901960784314,
holdout_author,main,net,source=labrika,4,0.0,0.0,0.0,-0.05295315682281059,-0.09917355371900827,-0.029469548133595286,малая выборка
holdout_author,main,net,source=lenta,32,0.0,0.0,0.0,-0.056155507559395246,-0.10436893203883495,-0.03143712574850299,
holdout_author,main,net,source=madcats,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6178861788617885,0.5766666666666667,0.6408602150537634,малая выборка
holdout_author,main,net,source=madcats_ru,8,0.125,0.125,0.125,0.0736652977412731,0.02930622009569378,0.09733201581027667,малая выборка
holdout_author,main,net,source=rusltc,73,0.0684931506849315,0.0136986301369863,0.136986301369863,0.018730117509576052,-0.05586814435919295,0.08763923748677632,
holdout_author,main,net,source=seopulses,12,0.0,0.0,0.0,-0.053830227743271224,-0.10094637223974763,-0.02922077922077922,малая выборка
holdout_author,main,net,source=spbgu,59,0.01694915254237288,0.01694915254237288,0.01694915254237288,-0.04039029699891153,-0.08950246036085292,-0.014300847457627119,
holdout_author,main,net,source=taiga_arzamas,4,0.0,0.0,0.0,-0.05295315682281059,-0.09953703703703703,-0.028950542822677925,малая выборка
holdout_author,main,net,source=taiga_magazines,60,0.016666666666666666,0.016666666666666666,0.016666666666666666,-0.04080459770114943,-0.09080996884735203,-0.014637681159420293,
holdout_author,main,net,source=taiga_proza,12,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.031573498964803305,-0.01428571428571429,0.05493576741041244,малая выборка
holdout_author,main,net,source=urfu,48,0.0,0.0,0.0,-0.058165548098434,-0.10588235294117647,-0.03282828282828283,
holdout_author,format-only,full,весь человеческий тест,495,0.014141414141414142,0.004319654427645789,0.030805687203791468,,,,
holdout_author,format-only,full,HH-formal-register,167,0.03592814371257485,0.012448132780082987,0.10714285714285714,0.03287936322476997,0.006109805597094639,0.10909090909090909,
holdout_author,format-only,full,HH-polished,152,0.0,0.0,0.0,-0.02040816326530612,-0.04405286343612335,-0.00641025641025641,
holdout_author,format-only,full,HH-translation,73,0.0136986301369863,0.0,0.0410958904109589,-0.0005193793416866845,-0.0297029702970297,0.0335752298016449,
holdout_author,format-only,full,genre=news,152,0.0,0.0,0.0,-0.02040816326530612,-0.04405286343612335,-0.00641025641025641,
holdout_author,format-only,full,genre=prose,76,0.0,0.0,0.0,-0.016706443914081145,-0.037463976945244955,-0.005226480836236934,
holdout_author,format-only,full,genre=science,167,0.03592814371257485,0.012448132780082987,0.10714285714285714,0.03287936322476997,0.006109805597094639,0.10909090909090909,
holdout_author,format-only,full,genre=seo,27,0.0,0.0,0.0,-0.014957264957264958,-0.034055727554179564,-0.004662004662004662,
holdout_author,format-only,full,genre=translation,73,0.0136986301369863,0.0,0.0410958904109589,-0.0005193793416866845,-0.0297029702970297,0.0335752298016449,
holdout_author,format-only,full,hh_all,392,0.017857142857142856,0.005319148936170213,0.04093567251461988,0.017857142857142856,0.005633802816901409,0.040983606557377046,
holdout_author,format-only,full,len_long,172,0.023255813953488372,0.0048543689320388345,0.07142857142857142,0.013967888256893945,-0.008562958803663,0.06365461847389559,
holdout_author,format-only,full,len_mid,134,0.022388059701492536,0.0,0.058823529411764705,0.011307727291520237,-0.011941112322791714,0.04337735094037615,
holdout_author,format-only,full,len_short,189,0.0,0.0,0.0,-0.02287581699346405,-0.05263157894736842,-0.007334963325183374,
holdout_author,format-only,full,source=buriy_2014,60,0.0,0.0,0.0,-0.016091954022988506,-0.03625377643504532,-0.004893964110929853,
holdout_author,format-only,full,source=cyberleninka,60,0.06666666666666667,0.0,0.17391304347826086,0.059770114942528735,-0.0064516129032258064,0.16762910410823298,
holdout_author,format-only,full,source=gazeta,60,0.0,0.0,0.0,-0.016091954022988506,-0.035545023696682464,-0.005154639175257732,
holdout_author,format-only,full,source=labrika,4,0.0,0.0,0.0,-0.014256619144602852,-0.03194103194103194,-0.004366812227074236,малая выборка
holdout_author,format-only,full,source=lenta,32,0.0,0.0,0.0,-0.01511879049676026,-0.03345070422535211,-0.004662004662004662,
holdout_author,format-only,full,source=madcats,3,0.0,0.0,0.0,-0.014227642276422764,-0.031914893617021274,-0.004424778761061947,малая выборка
holdout_author,format-only,full,source=madcats_ru,8,0.0,0.0,0.0,-0.014373716632443531,-0.03202846975088968,-0.00423728813559322,малая выборка
holdout_author,format-only,full,source=rusltc,73,0.0136986301369863,0.0,0.0410958904109589,-0.0005193793416866845,-0.0297029702970297,0.0335752298016449,
holdout_author,format-only,full,source=seopulses,12,0.0,0.0,0.0,-0.014492753623188406,-0.032432432432432434,-0.0043859649122807015,малая выборка
holdout_author,format-only,full,source=spbgu,59,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0031876846524646237,-0.01694915254237288,0.014171374764595103,
holdout_author,format-only,full,source=taiga_arzamas,4,0.0,0.0,0.0,-0.014256619144602852,-0.03225806451612903,-0.004132231404958678,малая выборка
holdout_author,format-only,full,source=taiga_magazines,60,0.0,0.0,0.0,-0.016091954022988506,-0.03559870550161812,-0.004889975550122249,
holdout_author,format-only,full,source=taiga_proza,12,0.0,0.0,0.0,-0.014492753623188406,-0.032397408207343416,-0.004373177842565598,малая выборка
holdout_author,format-only,full,source=urfu,48,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.007410514541387024,-0.01177536231884058,0.018016431924882628,
holdout_author,length-only,full,весь человеческий тест,495,0.6626262626262627,0.5,0.8338192419825073,,,,
holdout_author,length-only,full,HH-formal-register,167,0.33532934131736525,0.27586206896551724,0.5166666666666667,-0.49393895136556154,-0.6375222609368951,-0.2580408625804087,
holdout_author,length-only,full,HH-polished,152,0.9605263157894737,0.9166666666666666,1.0,0.42991407089151445,0.24197215117931237,0.5410256410256411,
holdout_author,length-only,full,HH-translation,73,0.9452054794520548,0.8904109589041096,0.9863013698630136,0.33146140362267096,0.12725344644750802,0.5373155148843567,
holdout_author,length-only,full,genre=news,152,0.9605263157894737,0.9166666666666666,1.0,0.42991407089151445,0.24197215117931237,0.5410256410256411,
holdout_author,length-only,full,genre=prose,76,0.5526315789473685,0.4666666666666667,0.9166666666666666,-0.12994598668508972,-0.3485943775100402,0.3326477187733733,
holdout_author,length-only,full,genre=science,167,0.33532934131736525,0.27586206896551724,0.5166666666666667,-0.49393895136556154,-0.6375222609368951,-0.2580408625804087,
holdout_author,length-only,full,genre=seo,27,0.5555555555555556,0.5,0.6363636363636364,-0.11324786324786318,-0.30980392156862746,0.08349056603773586,
holdout_author,length-only,full,genre=translation,73,0.9452054794520548,0.8904109589041096,0.9863013698630136,0.33146140362267096,0.12725344644750802,0.5373155148843567,
holdout_author,length-only,full,hh_all,392,0.6913265306122449,0.48828125,0.8842794759825328,0.13792847235981776,-0.18392112248767545,0.3551478083588176,
holdout_author,length-only,full,len_long,172,0.20348837209302326,0.14349775784753363,0.30434782608695654,-0.7036323709410325,-0.7738030164996458,-0.5816437084042718,
holdout_author,length-only,full,len_mid,134,0.8059701492537313,0.7075471698113207,0.8802816901408451,0.19655186670525493,-0.01542157098246455,0.37427132489986914,
holdout_author,length-only,full,len_short,189,0.9788359788359788,0.9256756756756757,1.0,0.5115157173980703,0.3266835443037974,0.6165637860082305,
holdout_author,length-only,full,source=buriy_2014,60,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.2890804597701149,0.10113268608414239,0.44146005509641867,
holdout_author,length-only,full,source=cyberleninka,60,0.4666666666666667,0.33962264150943394,0.5869565217391305,-0.22298850574712648,-0.4716312056737588,-0.0007729793312048483,
holdout_author,length-only,full,source=gazeta,60,1.0,1.0,1.0,0.38390804597701145,0.2086330935251799,0.5304990757855823,
holdout_author,length-only,full,source=labrika,4,0.5,0.5,0.5,-0.16395112016293278,-0.33673469387755106,-0.0029850746268657025,малая выборка
holdout_author,length-only,full,source=lenta,32,0.96875,0.96875,0.96875,0.32728131749460043,0.1465277777777778,0.48408742331288346,
holdout_author,length-only,full,source=madcats,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.004065040650406471,-0.16927083333333337,0.16964877402253142,малая выборка
holdout_author,length-only,full,source=madcats_ru,8,0.625,0.625,0.625,-0.038244353182751545,-0.209307992202729,0.125,малая выборка
holdout_author,length-only,full,source=rusltc,73,0.9452054794520548,0.8904109589041096,0.9863013698630136,0.33146140362267096,0.12725344644750802,0.5373155148843567,
holdout_author,length-only,full,source=seopulses,12,0.5,0.5,0.5,-0.16666666666666663,-0.34501845018450183,-0.002049180327868827,малая выборка
holdout_author,length-only,full,source=spbgu,59,0.288135593220339,0.288135593220339,0.288135593220339,-0.425167159073239,-0.5779080204868261,-0.25417874184011,
holdout_author,length-only,full,source=taiga_arzamas,4,0.75,0.75,0.75,0.08808553971486766,-0.08451202263083446,0.25306748466257667,малая выборка
holdout_author,length-only,full,source=taiga_magazines,60,0.4666666666666667,0.4666666666666667,0.4666666666666667,-0.22298850574712648,-0.4017543859649123,-0.039054157131960365,
holdout_author,length-only,full,source=taiga_proza,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.260351966873706,0.08581164807930608,0.4278329197684036,малая выборка
holdout_author,length-only,full,source=urfu,48,0.22916666666666666,0.22916666666666666,0.22916666666666666,-0.4800055928411634,-0.6368464052287582,-0.3185511756569849,
holdout_genre_analytics,main,full,весь человеческий тест,392,0.025510204081632654,0.006802721088435374,0.05755395683453238,,,,
holdout_genre_analytics,main,full,HH-formal-register,167,0.041916167664670656,0.004901960784313725,0.14473684210526316,0.02858283433133732,-0.012318485886767826,0.13299793601651186,
holdout_genre_analytics,main,full,HH-polished,152,0.013157894736842105,0.0,0.03333333333333333,-0.02017543859649123,-0.07329842931937172,0.013715762704798434,
holdout_genre_analytics,main,full,HH-translation,73,0.0136986301369863,0.0,0.0410958904109589,-0.014514536007214328,-0.06640625,0.024235503108742545,
holdout_genre_analytics,main,full,genre=news,152,0.013157894736842105,0.0,0.03333333333333333,-0.02017543859649123,-0.07329842931937172,0.013715762704798434,
holdout_genre_analytics,main,full,genre=science,167,0.041916167664670656,0.004901960784313725,0.14473684210526316,0.02858283433133732,-0.012318485886767826,0.13299793601651186,
holdout_genre_analytics,main,full,genre=translation,73,0.0136986301369863,0.0,0.0410958904109589,-0.014514536007214328,-0.06640625,0.024235503108742545,
holdout_genre_analytics,main,full,hh_all,392,0.025510204081632654,0.006802721088435374,0.05755395683453238,,,,
holdout_genre_analytics,main,full,len_long,136,0.029411764705882353,0.0,0.1388888888888889,0.0059742647058823525,-0.03271728271728272,0.1140588036498817,
holdout_genre_analytics,main,full,len_mid,95,0.042105263157894736,0.0,0.09574468085106383,0.021903242955874532,-0.01818181818181818,0.0693181818181818,
holdout_genre_analytics,main,full,len_short,161,0.012422360248447204,0.0,0.03571428571428571,-0.022209674383587428,-0.07857142857142857,0.013124999999999998,
holdout_genre_analytics,main,full,source=buriy_2014,60,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.009236947791164657,-0.03092369477911646,0.0285140562248996,
holdout_genre_analytics,main,full,source=cyberleninka,60,0.11666666666666667,0.022727272727272728,0.18518518518518517,0.10763052208835341,0.012690109464303014,0.17757009345794392,
holdout_genre_analytics,main,full,source=gazeta,60,0.0,0.0,0.0,-0.030120481927710843,-0.06637168141592921,-0.008595988538681949,
holdout_genre_analytics,main,full,source=lenta,32,0.0,0.0,0.0,-0.027777777777777776,-0.06498194945848375,-0.007662835249042145,
holdout_genre_analytics,main,full,source=rusltc,73,0.0136986301369863,0.0,0.0410958904109589,-0.014514536007214328,-0.06640625,0.024235503108742545,
holdout_genre_analytics,main,full,source=spbgu,59,0.0,0.0,0.0,-0.03003003003003003,-0.06622516556291391,-0.00881057268722467,
holdout_genre_analytics,main,full,source=urfu,48,0.0,0.0,0.0,-0.029069767441860465,-0.06635071090047394,-0.008130081300813009,
holdout_genre_analytics,main,net,весь человеческий тест,392,0.07908163265306123,0.04834605597964377,0.13602015113350127,,,,
holdout_genre_analytics,main,net,HH-formal-register,167,0.09580838323353294,0.0392156862745098,0.2571428571428571,0.029141716566866274,-0.04338200859977011,0.19444444444444445,
holdout_genre_analytics,main,net,HH-polished,152,0.05263157894736842,0.03125,0.08333333333333333,-0.04320175438596492,-0.1362224731789949,0.013701707097933516,
holdout_genre_analytics,main,net,HH-translation,73,0.0958904109589041,0.0410958904109589,0.1643835616438356,0.02065530124103576,-0.07218251786695987,0.09985298669142681,
holdout_genre_analytics,main,net,genre=news,152,0.05263157894736842,0.03125,0.08333333333333333,-0.04320175438596492,-0.1362224731789949,0.013701707097933516,
holdout_genre_analytics,main,net,genre=science,167,0.09580838323353294,0.0392156862745098,0.2571428571428571,0.029141716566866274,-0.04338200859977011,0.19444444444444445,
holdout_genre_analytics,main,net,genre=translation,73,0.0958904109589041,0.0410958904109589,0.1643835616438356,0.02065530124103576,-0.07218251786695987,0.09985298669142681,
holdout_genre_analytics,main,net,hh_all,392,0.07908163265306123,0.04834605597964377,0.13602015113350127,,,,
holdout_genre_analytics,main,net,len_long,136,0.0661764705882353,0.03125,0.1956521739130435,-0.019761029411764705,-0.07217313195880597,0.09557443990729501,
holdout_genre_analytics,main,net,len_mid,95,0.08421052631578947,0.02830188679245283,0.17647058823529413,0.006769448874712036,-0.05253837072018891,0.08229226728169645,
holdout_genre_analytics,main,net,len_short,161,0.08695652173913043,0.047619047619047616,0.15294117647058825,0.013363448146056833,-0.061137692716640074,0.07506393861892585,
holdout_genre_analytics,main,net,source=buriy_2014,60,0.03333333333333333,0.03333333333333333,0.03333333333333333,-0.05401606425702812,-0.11884057971014494,-0.01839080459770115,
holdout_genre_analytics,main,net,source=cyberleninka,60,0.21666666666666667,0.08333333333333333,0.31645569620253167,0.16244979919678715,0.024626985400288785,0.2681159420289855,
holdout_genre_analytics,main,net,source=gazeta,60,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.005020080321285134,-0.06449275362318842,0.03901734104046242,
holdout_genre_analytics,main,net,source=lenta,32,0.03125,0.03125,0.03125,-0.05208333333333333,-0.11307989690721648,-0.019255050505050504,
holdout_genre_analytics,main,net,source=rusltc,73,0.0958904109589041,0.0410958904109589,0.1643835616438356,0.02065530124103576,-0.07218251786695987,0.09985298669142681,
holdout_genre_analytics,main,net,source=spbgu,59,0.01694915254237288,0.01694915254237288,0.01694915254237288,-0.07314093754771721,-0.1350976310833581,-0.038472534204615064,
holdout_genre_analytics,main,net,source=urfu,48,0.041666666666666664,0.041666666666666664,0.041666666666666664,-0.04263565891472868,-0.10833333333333334,-0.007978723404255324,
holdout_genre_analytics,format-only,full,весь человеческий тест,392,0.02040816326530612,0.00625,0.043478260869565216,,,,
holdout_genre_analytics,format-only,full,HH-formal-register,167,0.041916167664670656,0.015873015873015872,0.10909090909090909,0.03747172322022621,0.00568181818181818,0.10332606324972736,
holdout_genre_analytics,format-only,full,HH-polished,152,0.0,0.0,0.0,-0.03333333333333333,-0.06358381502890173,-0.0125,
holdout_genre_analytics,format-only,full,HH-translation,73,0.0136986301369863,0.0,0.0410958904109589,-0.008244943530725298,-0.047337278106508875,0.027848911651728554,
holdout_genre_analytics,format-only,full,genre=news,152,0.0,0.0,0.0,-0.03333333333333333,-0.06358381502890173,-0.0125,
holdout_genre_analytics,format-only,full,genre=science,167,0.041916167664670656,0.015873015873015872,0.10909090909090909,0.03747172322022621,0.00568181818181818,0.10332606324972736,
holdout_genre_analytics,format-only,full,genre=translation,73,0.0136986301369863,0.0,0.0410958904109589,-0.008244943530725298,-0.047337278106508875,0.027848911651728554,
holdout_genre_analytics,format-only,full,hh_all,392,0.02040816326530612,0.00625,0.043478260869565216,,,,
holdout_genre_analytics,format-only,full,len_long,136,0.03676470588235294,0.014705882352941176,0.11627906976744186,0.025045955882352942,-0.004496124031007753,0.10186179735051915,
holdout_genre_analytics,format-only,full,len_mid,95,0.031578947368421054,0.0,0.08333333333333333,0.014743930533404219,-0.014579126237501848,0.05939840823970037,
holdout_genre_analytics,format-only,full,len_short,161,0.0,0.0,0.0,-0.03463203463203463,-0.0718562874251497,-0.012195121951219513,
holdout_genre_analytics,format-only,full,source=buriy_2014,60,0.0,0.0,0.0,-0.024096385542168676,-0.05179282868525897,-0.0078125,
holdout_genre_analytics,format-only,full,source=cyberleninka,60,0.06666666666666667,0.0,0.17391304347826086,0.05461847389558233,-0.012244897959183673,0.1592686920138257,
holdout_genre_analytics,format-only,full,source=gazeta,60,0.0,0.0,0.0,-0.024096385542168676,-0.0498220640569395,-0.007853403141361256,
holdout_genre_analytics,format-only,full,source=lenta,32,0.0,0.0,0.0,-0.022222222222222223,-0.04591836734693878,-0.007194244604316547,
holdout_genre_analytics,format-only,full,source=rusltc,73,0.0136986301369863,0.0,0.0410958904109589,-0.008244943530725298,-0.047337278106508875,0.027848911651728554,
holdout_genre_analytics,format-only,full,source=spbgu,59,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.015880287066727745,-0.010711360342763529,0.02967889580204534,
holdout_genre_analytics,format-only,full,source=urfu,48,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.00048449612403100514,-0.02653508771929825,0.016494938539407086,
holdout_genre_analytics,length-only,full,весь человеческий тест,392,0.6045918367346939,0.34977578475336324,0.8421052631578947,,,,
holdout_genre_analytics,length-only,full,HH-formal-register,167,0.17964071856287425,0.09652509652509653,0.41818181818181815,-0.7403592814371258,-0.8380751403700494,-0.4909133271202236,
holdout_genre_analytics,length-only,full,HH-polished,152,0.9407894736842105,0.8666666666666667,1.0,0.5491228070175438,0.2382882882882883,0.7135135135135136,
holdout_genre_analytics,length-only,full,HH-translation,73,0.8767123287671232,0.7945205479452054,0.9452054794520548,0.33439257955082224,0.03847337642351489,0.6947250280583614,
holdout_genre_analytics,length-only,full,genre=news,152,0.9407894736842105,0.8666666666666667,1.0,0.5491228070175438,0.2382882882882883,0.7135135135135136,
holdout_genre_analytics,length-only,full,genre=science,167,0.17964071856287425,0.09652509652509653,0.41818181818181815,-0.7403592814371258,-0.8380751403700494,-0.4909133271202236,
holdout_genre_analytics,length-only,full,genre=translation,73,0.8767123287671232,0.7945205479452054,0.9452054794520548,0.33439257955082224,0.03847337642351489,0.6947250280583614,
holdout_genre_analytics,length-only,full,hh_all,392,0.6045918367346939,0.34977578475336324,0.8421052631578947,,,,
holdout_genre_analytics,length-only,full,len_long,136,0.029411764705882353,0.011235955056179775,0.07692307692307693,-0.8807444852941176,-0.9388626487814093,-0.7800501707198104,
holdout_genre_analytics,length-only,full,len_mid,95,0.7578947368421053,0.6285714285714286,0.8592592592592593,0.2023391812865497,-0.04954791103720646,0.42155663262905274,
holdout_genre_analytics,length-only,full,len_short,161,1.0,1.0,1.0,0.670995670995671,0.39226519337016574,0.8291666666666666,
holdout_genre_analytics,length-only,full,source=buriy_2014,60,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.30943775100401605,0.030367734282325087,0.5557126030624264,
holdout_genre_analytics,length-only,full,source=cyberleninka,60,0.36666666666666664,0.23529411764705882,0.48214285714285715,-0.28092369477911644,-0.6151068686449471,0.03371096988118266,
holdout_genre_analytics,length-only,full,source=gazeta,60,1.0,1.0,1.0,0.4668674698795181,0.20481927710843373,0.6928406466512702,
holdout_genre_analytics,length-only,full,source=lenta,32,0.96875,0.96875,0.96875,0.3965277777777778,0.1396360759493671,0.6512012534818942,
holdout_genre_analytics,length-only,full,source=rusltc,73,0.8767123287671232,0.7945205479452054,0.9452054794520548,0.33439257955082224,0.03847337642351489,0.6947250280583614,
holdout_genre_analytics,length-only,full,source=spbgu,59,0.11864406779661017,0.11864406779661017,0.11864406779661017,-0.5720466228940805,-0.7501174848836116,-0.29138543072846357,
holdout_genre_analytics,length-only,full,source=urfu,48,0.020833333333333332,0.020833333333333332,0.020833333333333332,-0.6652131782945736,-0.8488735070575462,-0.4173109965635739,
holdout_genre_commercial,main,full,весь человеческий тест,392,0.05612244897959184,0.026030368763557483,0.11406844106463879,,,,
holdout_genre_commercial,main,full,HH-formal-register,167,0.09580838323353294,0.03225806451612903,0.29310344827586204,0.06914171656686627,0.00013061650992685428,0.2659442724458204,
holdout_genre_commercial,main,full,HH-polished,152,0.019736842105263157,0.0,0.03333333333333333,-0.059429824561403506,-0.15163458347162298,-0.010979318734793186,
holdout_genre_commercial,main,full,HH-translation,73,0.0410958904109589,0.0,0.0958904109589041,-0.018465238115686865,-0.1144134963768116,0.04429678848283499,
holdout_genre_commercial,main,full,genre=news,152,0.019736842105263157,0.0,0.03333333333333333,-0.059429824561403506,-0.15163458347162298,-0.010979318734793186,
holdout_genre_commercial,main,full,genre=science,167,0.09580838323353294,0.03225806451612903,0.29310344827586204,0.06914171656686627,0.00013061650992685428,0.2659442724458204,
holdout_genre_commercial,main,full,genre=translation,73,0.0410958904109589,0.0,0.0958904109589041,-0.018465238115686865,-0.1144134963768116,0.04429678848283499,
holdout_genre_commercial,main,full,hh_all,392,0.05612244897959184,0.026030368763557483,0.11406844106463879,,,,
holdout_genre_commercial,main,full,len_long,136,0.0661764705882353,0.021875,0.2564102564102564,0.015395220588235295,-0.03717171717171717,0.1975448231303505,
holdout_genre_commercial,main,full,len_mid,95,0.09473684210526316,0.03571428571428571,0.1935483870967742,0.05096579833421939,-0.0005858721124874441,0.12365787079162875,
holdout_genre_commercial,main,full,len_short,161,0.024844720496894408,0.0070921985815602835,0.05813953488372093,-0.05307735742518351,-0.16141552511415524,0.0014273166447079481,
holdout_genre_commercial,main,full,source=buriy_2014,60,0.03333333333333333,0.03333333333333333,0.03333333333333333,-0.026907630522088354,-0.1016359918200409,0.0075722092115534725,
holdout_genre_commercial,main,full,source=cyberleninka,60,0.25,0.11627906976744186,0.3559322033898305,0.22891566265060243,0.0954861111111111,0.33972344437460716,
