document_id,origin_class,source,genre,in_current_registry,n_sentences,repeat_share,repeated_unique,max_multiplicity,longest_repeated_block,repeat_char_share,adjacent_share,glued_per_1000w,verdict
gpt_b041_P1_r1,A,gpt,commercial,1,65,0.0,0,1,0,0.0,0.0,0.0,
gpt_b041_P1_r2,A,gpt,commercial,1,77,0.0,0,1,0,0.0,0.0,0.0,
gpt_b041_P2_r1,A,gpt,commercial,1,51,0.0,0,1,0,0.0,0.0,0.0,
gpt_b041_P2_r2,A,gpt,commercial,1,54,0.0,0,1,0,0.0,0.0,0.0,
gpt_b041_P3_r1,A,gpt,commercial,1,68,0.0,0,1,0,0.0,0.0,0.0,
gpt_b041_P3_r2,A,gpt,commercial,1,63,0.0,0,1,0,0.0,0.0,0.0,
gpt_b042_P1_r1,A,gpt,commercial,1,73,0.0,0,1,0,0.0,0.0,0.0,
gpt_b042_P1_r2,A,gpt,commercial,1,90,0.0,0,1,0,0.0,0.0,0.0,
gpt_b042_P2_r1,A,gpt,commercial,1,40,0.0,0,1,0,0.0,0.0,0.0,
gpt_b042_P2_r2,A,gpt,commercial,1,47,0.0,0,1,0,0.0,0.0,0.0,
gpt_b042_P3_r1,A,gpt,commercial,1,74,0.0,0,1,0,0.0,0.0,0.0,
gpt_b042_P3_r2,A,gpt,commercial,1,83,0.0,0,1,0,0.0,0.0,0.0,
gpt_b043_P1_r1,A,gpt,commercial,1,53,0.0,0,1,0,0.0,0.0,0.0,
gpt_b043_P1_r2,A,gpt,commercial,1,42,0.0,0,1,0,0.0,0.0,0.0,
gpt_b043_P2_r1,A,gpt,commercial,1,66,0.0,0,1,0,0.0,0.0,0.0,
gpt_b043_P2_r2,A,gpt,commercial,1,78,0.0,0,1,0,0.0,0.0,0.0,
gpt_b043_P3_r1,A,gpt,commercial,1,110,0.0,0,1,0,0.0,0.0,0.0,
gpt_b043_P3_r2,A,gpt,commercial,1,71,0.0,0,1,0,0.0,0.0,0.0,
gpt_b044_P1_r1,A,gpt,commercial,1,80,0.0,0,1,0,0.0,0.0,0.0,
gpt_b044_P1_r2,A,gpt,commercial,1,73,0.0,0,1,0,0.0,0.0,0.0,
gpt_b044_P2_r1,A,gpt,commercial,1,61,0.0,0,1,0,0.0,0.0,0.0,
gpt_b044_P2_r2,A,gpt,commercial,1,62,0.0,0,1,0,0.0,0.0,0.0,
gpt_b044_P3_r1,A,gpt,commercial,1,73,0.0,0,1,0,0.0,0.0,0.0,
gpt_b044_P3_r2,A,gpt,commercial,1,62,0.0,0,1,0,0.0,0.0,0.0,
gpt_b045_P1_r1,A,gpt,commercial,1,86,0.0,0,1,0,0.0,0.0,0.0,
gpt_b045_P1_r2,A,gpt,commercial,1,62,0.0,0,1,0,0.0,0.0,0.0,
gpt_b045_P2_r1,A,gpt,commercial,1,53,0.0,0,1,0,0.0,0.0,0.0,
gpt_b045_P2_r2,A,gpt,commercial,1,70,0.0,0,1,0,0.0,0.0,0.0,
gpt_b045_P3_r1,A,gpt,commercial,1,89,0.0,0,1,0,0.0,0.0,0.0,
gpt_b045_P3_r2,A,gpt,commercial,1,94,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0001,H,rusltc,translation,1,34,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0002,H,rusltc,translation,1,53,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0003,H,rusltc,translation,1,67,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0004,H,rusltc,translation,1,54,0.055556,1,3,1,0.08241,0.0,0.0,
human_hard_rusltc_0005,H,rusltc,translation,1,70,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0006,H,rusltc,translation,1,36,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0007,H,rusltc,translation,1,98,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0008,H,rusltc,translation,1,106,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0009,H,rusltc,translation,1,33,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0010,H,rusltc,translation,1,39,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0011,H,rusltc,translation,1,57,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0012,H,rusltc,translation,1,60,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0013,H,rusltc,translation,1,68,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0014,H,rusltc,translation,1,28,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0015,H,rusltc,translation,1,60,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0016,H,rusltc,translation,1,154,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0017,H,rusltc,translation,1,130,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0018,H,rusltc,translation,1,31,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0019,H,rusltc,translation,1,52,0.038462,1,2,1,0.019683,0.0,0.0,
human_hard_rusltc_0020,H,rusltc,translation,1,50,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0021,H,rusltc,translation,1,28,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0022,H,rusltc,translation,1,51,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0023,H,rusltc,translation,1,33,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0024,H,rusltc,translation,1,33,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0025,H,rusltc,translation,1,154,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0026,H,rusltc,translation,1,46,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0027,H,rusltc,translation,1,63,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0028,H,rusltc,translation,1,37,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0029,H,rusltc,translation,1,63,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0030,H,rusltc,translation,1,55,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0031,H,rusltc,translation,1,39,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0032,H,rusltc,translation,1,41,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0033,H,rusltc,translation,1,39,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0034,H,rusltc,translation,1,45,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0035,H,rusltc,translation,1,35,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0036,H,rusltc,translation,1,33,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0037,H,rusltc,translation,1,49,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0038,H,rusltc,translation,1,34,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0039,H,rusltc,translation,1,33,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0040,H,rusltc,translation,1,34,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0041,H,rusltc,translation,1,34,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0042,H,rusltc,translation,1,40,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0043,H,rusltc,translation,1,27,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0044,H,rusltc,translation,1,43,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0045,H,rusltc,translation,1,39,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0046,H,rusltc,translation,1,37,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0047,H,rusltc,translation,1,61,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0048,H,rusltc,translation,1,44,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0049,H,rusltc,translation,1,93,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0050,H,rusltc,translation,1,62,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0051,H,rusltc,translation,1,89,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0052,H,rusltc,translation,1,208,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0053,H,rusltc,translation,1,88,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0054,H,rusltc,translation,1,82,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0055,H,rusltc,translation,1,52,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0056,H,rusltc,translation,1,38,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0057,H,rusltc,translation,1,51,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0058,H,rusltc,translation,1,42,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0059,H,rusltc,translation,1,49,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0060,H,rusltc,translation,1,49,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0061,H,rusltc,translation,1,30,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0062,H,rusltc,translation,1,35,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0063,H,rusltc,translation,1,108,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0064,H,rusltc,translation,1,54,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0065,H,rusltc,translation,1,44,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0066,H,rusltc,translation,1,149,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0067,H,rusltc,translation,1,63,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0068,H,rusltc,translation,1,42,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0069,H,rusltc,translation,1,57,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0070,H,rusltc,translation,1,51,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0071,H,rusltc,translation,1,37,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0072,H,rusltc,translation,1,44,0.0,0,1,0,0.0,0.0,0.0,
human_hard_rusltc_0073,H,rusltc,translation,1,89,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0001,H,buriy_2014,news,1,59,0.0,0,1,0,0.0,0.0,0.846024,
human_news_buriy_2014_0002,H,buriy_2014,news,1,18,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0003,H,buriy_2014,news,1,42,0.0,0,1,0,0.0,0.0,1.246883,
human_news_buriy_2014_0004,H,buriy_2014,news,1,45,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0005,H,buriy_2014,news,1,41,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0006,H,buriy_2014,news,1,83,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0007,H,buriy_2014,news,1,201,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0008,H,buriy_2014,news,1,63,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0009,H,buriy_2014,news,1,55,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0010,H,buriy_2014,news,1,38,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0011,H,buriy_2014,news,1,78,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0012,H,buriy_2014,news,1,51,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0013,H,buriy_2014,news,1,61,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0014,H,buriy_2014,news,1,75,0.32,12,2,12,0.263188,0.0,0.0,pending
human_news_buriy_2014_0015,H,buriy_2014,news,1,34,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0016,H,buriy_2014,news,1,44,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0017,H,buriy_2014,news,1,81,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0018,H,buriy_2014,news,1,90,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0019,H,buriy_2014,news,1,54,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0020,H,buriy_2014,news,1,49,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0021,H,buriy_2014,news,1,50,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0022,H,buriy_2014,news,1,67,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0023,H,buriy_2014,news,1,48,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0024,H,buriy_2014,news,1,85,0.235294,10,2,10,0.232514,0.0,0.0,pending
human_news_buriy_2014_0025,H,buriy_2014,news,1,73,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0026,H,buriy_2014,news,1,111,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0027,H,buriy_2014,news,1,31,0.0,0,1,0,0.0,0.0,2.594034,
human_news_buriy_2014_0028,H,buriy_2014,news,1,36,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0029,H,buriy_2014,news,1,41,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0030,H,buriy_2014,news,1,54,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0031,H,buriy_2014,news,1,117,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0032,H,buriy_2014,news,1,211,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0033,H,buriy_2014,news,1,121,0.0,0,1,0,0.0,0.0,1.6,
human_news_buriy_2014_0034,H,buriy_2014,news,1,58,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0035,H,buriy_2014,news,1,57,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0036,H,buriy_2014,news,1,58,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0037,H,buriy_2014,news,1,43,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0038,H,buriy_2014,news,1,71,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0039,H,buriy_2014,news,1,82,0.04878,2,2,4,0.046253,0.0,0.0,
human_news_buriy_2014_0040,H,buriy_2014,news,1,61,0.262295,8,2,8,0.314269,0.0,0.0,pending
human_news_buriy_2014_0041,H,buriy_2014,news,1,57,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0042,H,buriy_2014,news,1,62,0.16129,5,2,5,0.165088,0.0,0.870322,pending
human_news_buriy_2014_0043,H,buriy_2014,news,1,129,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0044,H,buriy_2014,news,1,45,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0045,H,buriy_2014,news,1,63,0.31746,10,2,10,0.254535,0.0,0.0,pending
human_news_buriy_2014_0046,H,buriy_2014,news,1,57,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0047,H,buriy_2014,news,1,63,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0048,H,buriy_2014,news,1,38,0.105263,2,2,4,0.098154,0.0,0.0,pending
human_news_buriy_2014_0049,H,buriy_2014,news,1,45,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0050,H,buriy_2014,news,1,98,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0051,H,buriy_2014,news,1,67,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0052,H,buriy_2014,news,1,46,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0053,H,buriy_2014,news,1,41,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0054,H,buriy_2014,news,1,49,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0055,H,buriy_2014,news,1,67,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0056,H,buriy_2014,news,1,76,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0057,H,buriy_2014,news,1,61,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0058,H,buriy_2014,news,1,63,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0059,H,buriy_2014,news,1,38,0.0,0,1,0,0.0,0.0,0.0,
human_news_buriy_2014_0060,H,buriy_2014,news,1,42,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0001,H,gazeta,news,1,62,0.0,0,1,0,0.0,0.0,0.995025,
human_news_gazeta_0002,H,gazeta,news,1,31,0.0,0,1,0,0.0,0.0,1.398601,
human_news_gazeta_0003,H,gazeta,news,1,32,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0004,H,gazeta,news,1,46,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0005,H,gazeta,news,1,32,0.0,0,1,0,0.0,0.0,3.811944,
human_news_gazeta_0006,H,gazeta,news,1,71,0.0,0,1,0,0.0,0.0,3.223207,
human_news_gazeta_0007,H,gazeta,news,1,35,0.0,0,1,0,0.0,0.0,2.673797,
human_news_gazeta_0008,H,gazeta,news,1,57,0.0,0,1,0,0.0,0.0,2.280502,
human_news_gazeta_0009,H,gazeta,news,1,43,0.0,0,1,0,0.0,0.0,1.362398,
human_news_gazeta_0010,H,gazeta,news,1,42,0.0,0,1,0,0.0,0.0,1.99005,
human_news_gazeta_0011,H,gazeta,news,1,40,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0012,H,gazeta,news,1,49,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0013,H,gazeta,news,1,61,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0014,H,gazeta,news,1,43,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0015,H,gazeta,news,1,57,0.0,0,1,0,0.0,0.0,5.399568,
human_news_gazeta_0016,H,gazeta,news,1,60,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0017,H,gazeta,news,1,38,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0018,H,gazeta,news,1,64,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0019,H,gazeta,news,1,69,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0020,H,gazeta,news,1,39,0.0,0,1,0,0.0,0.0,1.398601,
human_news_gazeta_0021,H,gazeta,news,1,40,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0022,H,gazeta,news,1,46,0.0,0,1,0,0.0,0.0,12.004802,
human_news_gazeta_0023,H,gazeta,news,1,56,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0024,H,gazeta,news,1,47,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0025,H,gazeta,news,1,43,0.0,0,1,0,0.0,0.0,1.230012,
human_news_gazeta_0026,H,gazeta,news,1,30,0.0,0,1,0,0.0,0.0,1.371742,
human_news_gazeta_0027,H,gazeta,news,1,37,0.0,0,1,0,0.0,0.0,2.275313,
human_news_gazeta_0028,H,gazeta,news,1,36,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0029,H,gazeta,news,1,71,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0030,H,gazeta,news,1,43,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0031,H,gazeta,news,1,50,0.0,0,1,0,0.0,0.0,2.171553,
human_news_gazeta_0032,H,gazeta,news,1,48,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0033,H,gazeta,news,1,54,0.0,0,1,0,0.0,0.0,1.069519,
human_news_gazeta_0034,H,gazeta,news,1,50,0.0,0,1,0,0.0,0.0,1.020408,
human_news_gazeta_0035,H,gazeta,news,1,41,0.0,0,1,0,0.0,0.0,2.068252,
human_news_gazeta_0036,H,gazeta,news,1,33,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0037,H,gazeta,news,1,48,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0038,H,gazeta,news,1,53,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0039,H,gazeta,news,1,68,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0040,H,gazeta,news,1,39,0.0,0,1,0,0.0,0.0,2.328289,
human_news_gazeta_0041,H,gazeta,news,1,53,0.0,0,1,0,0.0,0.0,1.809955,
human_news_gazeta_0042,H,gazeta,news,1,57,0.0,0,1,0,0.0,0.0,0.820345,
human_news_gazeta_0043,H,gazeta,news,1,35,0.0,0,1,0,0.0,0.0,5.006258,
human_news_gazeta_0044,H,gazeta,news,1,38,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0045,H,gazeta,news,1,56,0.0,0,1,0,0.0,0.0,0.921659,
human_news_gazeta_0046,H,gazeta,news,1,48,0.0,0,1,0,0.0,0.0,1.042753,
human_news_gazeta_0047,H,gazeta,news,1,39,0.0,0,1,0,0.0,0.0,1.420455,
human_news_gazeta_0048,H,gazeta,news,1,46,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0049,H,gazeta,news,1,44,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0050,H,gazeta,news,1,53,0.0,0,1,0,0.0,0.0,0.953289,
human_news_gazeta_0051,H,gazeta,news,1,53,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0052,H,gazeta,news,1,52,0.0,0,1,0,0.0,0.0,3.08642,
human_news_gazeta_0053,H,gazeta,news,1,41,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0054,H,gazeta,news,1,58,0.0,0,1,0,0.0,0.0,1.044932,
human_news_gazeta_0055,H,gazeta,news,1,63,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0056,H,gazeta,news,1,41,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0057,H,gazeta,news,1,56,0.0,0,1,0,0.0,0.0,0.0,
human_news_gazeta_0058,H,gazeta,news,1,47,0.0,0,1,0,0.0,0.0,7.237636,
human_news_gazeta_0059,H,gazeta,news,1,38,0.0,0,1,0,0.0,0.0,1.381215,
human_news_gazeta_0060,H,gazeta,news,1,49,0.0,0,1,0,0.0,0.0,2.205072,
human_news_lenta_0001,H,lenta,news,1,34,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0002,H,lenta,news,1,43,0.0,0,1,0,0.0,0.0,3.957784,
human_news_lenta_0004,H,lenta,news,1,32,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0007,H,lenta,news,1,9,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0009,H,lenta,news,1,49,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0010,H,lenta,news,1,78,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0012,H,lenta,news,1,38,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0013,H,lenta,news,1,45,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0014,H,lenta,news,1,46,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0015,H,lenta,news,1,33,0.0,0,1,0,0.0,0.0,1.355014,
human_news_lenta_0016,H,lenta,news,1,71,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0017,H,lenta,news,1,89,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0018,H,lenta,news,1,38,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0021,H,lenta,news,1,61,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0022,H,lenta,news,1,61,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0023,H,lenta,news,1,36,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0024,H,lenta,news,1,43,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0027,H,lenta,news,1,42,0.0,0,1,0,0.0,0.0,1.273885,
human_news_lenta_0029,H,lenta,news,1,41,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0034,H,lenta,news,1,43,0.093023,2,2,2,0.06628,0.0,0.0,
human_news_lenta_0036,H,lenta,news,1,47,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0039,H,lenta,news,1,21,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0040,H,lenta,news,1,36,0.0,0,1,0,0.0,0.0,14.17004,
human_news_lenta_0041,H,lenta,news,1,38,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0042,H,lenta,news,1,34,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0044,H,lenta,news,1,33,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0045,H,lenta,news,1,39,0.0,0,1,0,0.0,0.0,1.068376,
human_news_lenta_0046,H,lenta,news,1,42,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0049,H,lenta,news,1,41,0.0,0,1,0,0.0,0.0,1.412429,
human_news_lenta_0051,H,lenta,news,1,36,0.0,0,1,0,0.0,0.0,0.0,
human_news_lenta_0053,H,lenta,news,1,237,0.0,0,1,0,0.0,0.0,0.838457,
human_news_lenta_0055,H,lenta,news,1,53,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0001,H,taiga_arzamas,prose,1,128,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0002,H,taiga_arzamas,prose,1,68,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0003,H,taiga_arzamas,prose,1,53,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0004,H,taiga_arzamas,prose,1,73,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0005,H,taiga_arzamas,prose,1,74,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0006,H,taiga_arzamas,prose,1,55,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0007,H,taiga_arzamas,prose,1,109,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0008,H,taiga_arzamas,prose,1,85,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0009,H,taiga_arzamas,prose,1,117,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0010,H,taiga_arzamas,prose,1,98,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0011,H,taiga_arzamas,prose,1,57,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0012,H,taiga_arzamas,prose,1,225,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0013,H,taiga_arzamas,prose,1,50,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0014,H,taiga_arzamas,prose,1,73,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0015,H,taiga_arzamas,prose,1,125,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0016,H,taiga_arzamas,prose,1,96,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0017,H,taiga_arzamas,prose,1,77,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0018,H,taiga_arzamas,prose,1,56,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0019,H,taiga_arzamas,prose,1,82,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0020,H,taiga_arzamas,prose,1,188,0.0,0,1,0,0.0,0.0,0.0,
human_prose_taiga_arzamas_0021,H,taiga_arzamas,prose,1,81,0.0,0,1,0,0.0,0.0,0.0,
