document_id,transform_number,origin_class,generation_channel,nll_baseline,nll_transformed,delta_nll,scored_tokens,n_windows,status
deepseek_pro_b002_P3_r1,1,A,deepseek_pro,2.932154,2.936135,0.003981,2188,4,ok
deepseek_pro_b004_P2_r1,1,A,deepseek_pro,2.962420,2.965792,0.003372,1462,2,ok
deepseek_pro_b007_P3_r2,1,A,deepseek_pro,3.047212,3.049798,0.002586,2708,5,ok
deepseek_pro_b009_P1_r1,1,A,deepseek_pro,2.999451,2.999829,0.000378,2933,5,ok
deepseek_pro_b009_P2_r2,1,A,deepseek_pro,2.931191,2.937648,0.006457,1067,2,ok
deepseek_pro_b021_P2_r2,1,A,deepseek_pro,2.957460,2.963576,0.006116,649,1,ok
deepseek_pro_b037_P2_r2,1,A,deepseek_pro,3.110237,3.109831,-0.000406,1224,2,ok
deepseek_pro_b038_P1_r2,1,A,deepseek_pro,3.184690,3.184317,-0.000373,2763,5,ok
gpt_b004_P1_r1,1,A,gpt,3.141123,3.141661,0.000538,1944,3,ok
gpt_b004_P3_r1,1,A,gpt,3.241070,3.241882,0.000812,1934,3,ok
gpt_b021_P3_r2,1,A,gpt,3.423261,3.423959,0.000698,1952,3,ok
gpt_b026_P1_r1,1,A,gpt,2.959196,2.960305,0.001109,2228,4,ok
gpt_b028_P2_r1,1,A,gpt,3.233938,3.236158,0.002220,1339,2,ok
gpt_b031_P1_r1,1,A,gpt,2.903248,2.903105,-0.000143,2211,4,ok
gpt_b040_P2_r1,1,A,gpt,3.096807,3.100649,0.003842,1661,3,ok
human_hard_rusltc_0001,1,H,,3.121580,3.120417,-0.001163,1067,2,ok
human_hard_rusltc_0002,1,H,,2.809068,2.810766,0.001698,1350,2,ok
human_hard_rusltc_0003,1,H,,3.290485,3.289230,-0.001255,2403,4,ok
human_hard_rusltc_0055,1,H,,2.648841,2.648841,-0.000000,1106,2,applied_no_change
human_hard_rusltc_0068,1,H,,2.655230,2.657191,0.001961,1404,2,ok
human_hard_rusltc_0073,1,H,,3.063622,3.063622,0.000000,2242,4,applied_no_change
human_news_buriy_2014_0027,1,H,,2.947762,2.942545,-0.005217,1169,2,ok
human_news_buriy_2014_0034,1,H,,2.498666,2.489130,-0.009536,1800,3,ok
human_news_gazeta_0031,1,H,,2.431371,2.428333,-0.003038,1327,2,ok
human_news_gazeta_0040,1,H,,2.576308,2.577078,0.000770,1217,2,ok
human_news_lenta_0001,1,H,,2.672448,2.674778,0.002330,1060,2,ok
human_news_lenta_0016,1,H,,2.354553,2.358905,0.004352,1673,3,ok
human_prose_taiga_arzamas_0050,1,H,,2.864683,2.864683,0.000000,2356,4,applied_no_change
human_prose_taiga_arzamas_0051,1,H,,2.834851,2.834851,0.000000,2413,4,applied_no_change
human_prose_taiga_magazines_0048,1,H,,3.268327,3.268792,0.000465,6155,12,ok
human_prose_taiga_magazines_0053,1,H,,3.980711,3.983074,0.002363,1337,2,ok
human_prose_taiga_proza_0034,1,H,,2.506692,2.506692,0.000000,1172,2,applied_no_change
human_prose_taiga_proza_0056,1,H,,3.359663,3.352012,-0.007651,1851,3,ok
human_science_cyberleninka_0026,1,H,,2.455090,2.455448,0.000358,3171,6,ok
human_science_cyberleninka_0031,1,H,,2.320432,2.324105,0.003673,1997,3,ok
human_science_cyberleninka_0032,1,H,,2.172165,2.171658,-0.000507,2072,4,ok
human_science_cyberleninka_0053,1,H,,2.257457,2.255762,-0.001695,7107,13,ok
human_science_spbgu_0024,1,H,,2.412085,2.411366,-0.000719,5499,10,ok
human_science_urfu_0028,1,H,,2.470474,2.469896,-0.000578,7712,15,ok
human_seo_alaev_0004,1,H,,3.119545,3.101002,-0.018543,3290,6,ok
human_seo_convertmonster_0001,1,H,,2.423620,2.423511,-0.000109,904,1,ok
human_seo_devaka_ru_0004,1,H,,3.158421,3.156302,-0.002119,1556,3,ok
human_seo_drmax_0002,1,H,,3.434824,3.434831,0.000007,3308,6,ok
human_seo_drmax_su_0001,1,H,,3.052851,3.055544,0.002693,1065,2,ok
human_seo_labrika_0002,1,H,,2.414394,2.418710,0.004316,2483,4,ok
nemotron_b012_P1_r1,1,A,nemotron,3.423155,3.429781,0.006626,1081,2,ok
nemotron_b015_P3_r2,1,A,nemotron,3.022644,3.022751,0.000107,3940,7,ok
nemotron_b016_P1_r1,1,A,nemotron,3.486115,3.482988,-0.003127,1401,2,ok
nemotron_b022_P3_r2,1,A,nemotron,3.302259,3.304080,0.001821,2492,4,ok
nemotron_b028_P1_r2,1,A,nemotron,3.295929,3.297041,0.001112,1958,3,ok
nemotron_b033_P2_r2,1,A,nemotron,3.343024,3.335523,-0.007501,672,1,ok
nemotron_b038_P1_r2,1,A,nemotron,3.300879,3.299991,-0.000888,2066,4,ok
real_claude_b015_P2_r1,1,A,real_claude,3.276098,3.284500,0.008402,1016,1,ok
real_claude_b018_P3_r2,1,A,real_claude,3.522522,3.526727,0.004205,2195,4,ok
real_claude_b024_P1_r2,1,A,real_claude,3.401401,3.405043,0.003642,1622,3,ok
real_claude_b025_P2_r1,1,A,real_claude,3.284271,3.286623,0.002352,924,1,ok
real_claude_b034_P2_r2,1,A,real_claude,3.274455,3.279797,0.005342,1427,2,ok
real_claude_b040_P3_r2,1,A,real_claude,3.478730,3.483670,0.004940,2064,4,ok
real_claude_b042_P3_r2,1,A,real_claude,3.311909,3.314418,0.002509,2047,3,ok
real_claude_b045_P3_r1,1,A,real_claude,3.477903,3.479752,0.001849,2604,5,ok
deepseek_pro_b002_P3_r1,2,A,deepseek_pro,2.932154,2.932154,0.000000,2188,4,applied_no_change
deepseek_pro_b004_P2_r1,2,A,deepseek_pro,2.962420,2.916305,-0.046115,1508,2,ok
deepseek_pro_b007_P3_r2,2,A,deepseek_pro,3.047212,3.047212,0.000000,2708,5,applied_no_change
deepseek_pro_b009_P1_r1,2,A,deepseek_pro,2.999451,2.999472,0.000021,2958,5,ok
deepseek_pro_b009_P2_r2,2,A,deepseek_pro,2.931191,2.931191,-0.000000,1067,2,applied_no_change
deepseek_pro_b021_P2_r2,2,A,deepseek_pro,2.957460,2.957460,0.000000,649,1,applied_no_change
deepseek_pro_b037_P2_r2,2,A,deepseek_pro,3.110237,3.099123,-0.011114,1304,2,ok
deepseek_pro_b038_P1_r2,2,A,deepseek_pro,3.184690,3.186642,0.001952,2809,5,ok
gpt_b004_P1_r1,2,A,gpt,3.141123,3.141123,0.000000,1944,3,applied_no_change
gpt_b004_P3_r1,2,A,gpt,3.241070,3.241070,0.000000,1934,3,applied_no_change
gpt_b021_P3_r2,2,A,gpt,3.423261,3.423261,0.000000,1952,3,applied_no_change
gpt_b026_P1_r1,2,A,gpt,2.959196,2.959196,0.000000,2228,4,applied_no_change
gpt_b028_P2_r1,2,A,gpt,3.233938,3.191812,-0.042126,1373,2,ok
gpt_b031_P1_r1,2,A,gpt,2.903248,2.903248,0.000000,2211,4,applied_no_change
gpt_b040_P2_r1,2,A,gpt,3.096807,3.051328,-0.045479,1698,3,ok
human_hard_rusltc_0001,2,H,,3.121580,3.121580,-0.000000,1067,2,applied_no_change
human_hard_rusltc_0002,2,H,,2.809068,2.809068,-0.000000,1350,2,applied_no_change
human_hard_rusltc_0003,2,H,,3.290485,3.290485,-0.000000,2403,4,applied_no_change
human_hard_rusltc_0055,2,H,,2.648841,2.648841,-0.000000,1106,2,applied_no_change
human_hard_rusltc_0068,2,H,,2.655230,2.655230,0.000000,1404,2,applied_no_change
human_hard_rusltc_0073,2,H,,3.063622,3.063622,0.000000,2242,4,applied_no_change
human_news_buriy_2014_0027,2,H,,2.947762,2.947762,-0.000000,1169,2,applied_no_change
human_news_buriy_2014_0034,2,H,,2.498666,2.498666,0.000000,1800,3,applied_no_change
human_news_gazeta_0031,2,H,,2.431371,2.431371,-0.000000,1327,2,applied_no_change
human_news_gazeta_0040,2,H,,2.576308,2.576308,0.000000,1217,2,applied_no_change
human_news_lenta_0001,2,H,,2.672448,2.672448,-0.000000,1060,2,applied_no_change
human_news_lenta_0016,2,H,,2.354553,2.354553,0.000000,1673,3,applied_no_change
human_prose_taiga_arzamas_0050,2,H,,2.864683,2.864683,0.000000,2356,4,applied_no_change
human_prose_taiga_arzamas_0051,2,H,,2.834851,2.834851,0.000000,2413,4,applied_no_change
human_prose_taiga_magazines_0048,2,H,,3.268327,3.268327,0.000000,6155,12,applied_no_change
human_prose_taiga_magazines_0053,2,H,,3.980711,3.980711,0.000000,1337,2,applied_no_change
human_prose_taiga_proza_0034,2,H,,2.506692,2.506692,0.000000,1172,2,applied_no_change
human_prose_taiga_proza_0056,2,H,,3.359663,3.359663,-0.000000,1851,3,applied_no_change
human_science_cyberleninka_0026,2,H,,2.455090,2.455090,0.000000,3171,6,applied_no_change
human_science_cyberleninka_0031,2,H,,2.320432,2.320432,0.000000,1997,3,applied_no_change
human_science_cyberleninka_0032,2,H,,2.172165,2.172165,0.000000,2072,4,applied_no_change
human_science_cyberleninka_0053,2,H,,2.257457,2.256169,-0.001288,7106,13,ok
human_science_spbgu_0024,2,H,,2.412085,2.412085,0.000000,5499,10,applied_no_change
human_science_urfu_0028,2,H,,2.470474,2.471338,0.000864,7711,15,ok
human_seo_alaev_0004,2,H,,3.119545,3.105702,-0.013843,3290,6,ok
human_seo_convertmonster_0001,2,H,,2.423620,2.423620,0.000000,904,1,applied_no_change
human_seo_devaka_ru_0004,2,H,,3.158421,3.158421,0.000000,1556,3,applied_no_change
human_seo_drmax_0002,2,H,,3.434824,3.434824,0.000000,3308,6,applied_no_change
human_seo_drmax_su_0001,2,H,,3.052851,3.052851,0.000000,1065,2,applied_no_change
human_seo_labrika_0002,2,H,,2.414394,2.421153,0.006759,2483,4,ok
nemotron_b012_P1_r1,2,A,nemotron,3.423155,3.436637,0.013482,1082,2,ok
nemotron_b015_P3_r2,2,A,nemotron,3.022644,3.022106,-0.000538,3940,7,ok
nemotron_b016_P1_r1,2,A,nemotron,3.486115,3.472355,-0.013760,1476,2,ok
nemotron_b022_P3_r2,2,A,nemotron,3.302259,3.302259,-0.000000,2492,4,applied_no_change
nemotron_b028_P1_r2,2,A,nemotron,3.295929,3.298470,0.002541,1973,3,ok
nemotron_b033_P2_r2,2,A,nemotron,3.343024,3.293942,-0.049082,722,1,ok
nemotron_b038_P1_r2,2,A,nemotron,3.300879,3.300879,-0.000000,2066,4,applied_no_change
real_claude_b015_P2_r1,2,A,real_claude,3.276098,3.276098,0.000000,1016,1,applied_no_change
real_claude_b018_P3_r2,2,A,real_claude,3.522522,3.522522,0.000000,2195,4,applied_no_change
real_claude_b024_P1_r2,2,A,real_claude,3.401401,3.401401,-0.000000,1622,3,applied_no_change
real_claude_b025_P2_r1,2,A,real_claude,3.284271,3.284271,0.000000,924,1,applied_no_change
real_claude_b034_P2_r2,2,A,real_claude,3.274455,3.274455,-0.000000,1427,2,applied_no_change
real_claude_b040_P3_r2,2,A,real_claude,3.478730,3.478730,0.000000,2064,4,applied_no_change
real_claude_b042_P3_r2,2,A,real_claude,3.311909,3.311909,-0.000000,2047,3,applied_no_change
real_claude_b045_P3_r1,2,A,real_claude,3.477903,3.477903,-0.000000,2604,5,applied_no_change
deepseek_pro_b002_P3_r1,3,A,deepseek_pro,2.932154,2.932154,0.000000,2188,4,applied_no_change
deepseek_pro_b004_P2_r1,3,A,deepseek_pro,2.962420,2.962420,0.000000,1462,2,applied_no_change
deepseek_pro_b007_P3_r2,3,A,deepseek_pro,3.047212,3.047212,0.000000,2708,5,applied_no_change
deepseek_pro_b009_P1_r1,3,A,deepseek_pro,2.999451,2.999451,0.000000,2933,5,applied_no_change
deepseek_pro_b009_P2_r2,3,A,deepseek_pro,2.931191,2.931191,-0.000000,1067,2,applied_no_change
deepseek_pro_b021_P2_r2,3,A,deepseek_pro,2.957460,2.957460,0.000000,649,1,applied_no_change
deepseek_pro_b037_P2_r2,3,A,deepseek_pro,3.110237,3.110237,0.000000,1224,2,applied_no_change
deepseek_pro_b038_P1_r2,3,A,deepseek_pro,3.184690,3.184690,0.000000,2763,5,applied_no_change
gpt_b004_P1_r1,3,A,gpt,3.141123,3.141123,0.000000,1944,3,applied_no_change
gpt_b004_P3_r1,3,A,gpt,3.241070,3.241070,0.000000,1934,3,applied_no_change
gpt_b021_P3_r2,3,A,gpt,3.423261,3.423261,0.000000,1952,3,applied_no_change
gpt_b026_P1_r1,3,A,gpt,2.959196,2.959196,0.000000,2228,4,applied_no_change
gpt_b028_P2_r1,3,A,gpt,3.233938,3.233938,0.000000,1339,2,applied_no_change
gpt_b031_P1_r1,3,A,gpt,2.903248,2.903248,0.000000,2211,4,applied_no_change
gpt_b040_P2_r1,3,A,gpt,3.096807,3.096807,0.000000,1661,3,applied_no_change
human_hard_rusltc_0001,3,H,,3.121580,3.121580,-0.000000,1067,2,applied_no_change
human_hard_rusltc_0002,3,H,,2.809068,2.809068,-0.000000,1350,2,applied_no_change
human_hard_rusltc_0003,3,H,,3.290485,3.290485,-0.000000,2403,4,applied_no_change
human_hard_rusltc_0055,3,H,,2.648841,2.648841,-0.000000,1106,2,applied_no_change
human_hard_rusltc_0068,3,H,,2.655230,2.655230,0.000000,1404,2,applied_no_change
human_hard_rusltc_0073,3,H,,3.063622,3.063622,0.000000,2242,4,applied_no_change
human_news_buriy_2014_0027,3,H,,2.947762,2.947762,-0.000000,1169,2,applied_no_change
human_news_buriy_2014_0034,3,H,,2.498666,2.498666,0.000000,1800,3,applied_no_change
human_news_gazeta_0031,3,H,,2.431371,2.431371,-0.000000,1327,2,applied_no_change
human_news_gazeta_0040,3,H,,2.576308,2.576308,0.000000,1217,2,applied_no_change
human_news_lenta_0001,3,H,,2.672448,2.672448,-0.000000,1060,2,applied_no_change
human_news_lenta_0016,3,H,,2.354553,2.354553,0.000000,1673,3,applied_no_change
human_prose_taiga_arzamas_0050,3,H,,2.864683,2.864683,0.000000,2356,4,applied_no_change
human_prose_taiga_arzamas_0051,3,H,,2.834851,2.834851,0.000000,2413,4,applied_no_change
human_prose_taiga_magazines_0048,3,H,,3.268327,3.268327,0.000000,6155,12,applied_no_change
human_prose_taiga_magazines_0053,3,H,,3.980711,3.980711,0.000000,1337,2,applied_no_change
human_prose_taiga_proza_0034,3,H,,2.506692,2.506692,0.000000,1172,2,applied_no_change
human_prose_taiga_proza_0056,3,H,,3.359663,3.359663,-0.000000,1851,3,applied_no_change
human_science_cyberleninka_0026,3,H,,2.455090,2.455090,0.000000,3171,6,applied_no_change
human_science_cyberleninka_0031,3,H,,2.320432,2.320432,0.000000,1997,3,applied_no_change
human_science_cyberleninka_0032,3,H,,2.172165,2.172165,0.000000,2072,4,applied_no_change
human_science_cyberleninka_0053,3,H,,2.257457,2.256122,-0.001335,7107,13,ok
human_science_spbgu_0024,3,H,,2.412085,2.412085,0.000000,5499,10,applied_no_change
